,loss,val_loss
0,0.5599750876426697,0.5609045028686523
1,0.5598686337471008,0.5608387589454651
2,0.5597630143165588,0.5605136156082153
3,0.5597579479217529,0.5604063868522644
4,0.5596352219581604,0.5605018138885498
5,0.559607744216919,0.5604726076126099
6,0.5594571232795715,0.5603768229484558
7,0.5594387650489807,0.5604033470153809
8,0.5594398975372314,0.5600972771644592
9,0.5592948198318481,0.5600006580352783
10,0.559249997138977,0.5603811740875244
11,0.5592275261878967,0.560113787651062
12,0.5591690540313721,0.5599263310432434
13,0.559104859828949,0.5602033138275146
14,0.5590835809707642,0.5599205493927002
15,0.5590129494667053,0.5601146221160889
16,0.5589757561683655,0.5597750544548035
17,0.5589033961296082,0.5599101781845093
18,0.558864951133728,0.5598286986351013
19,0.5588001012802124,0.5596784353256226
20,0.5587621331214905,0.5598041415214539
21,0.558743417263031,0.5597221851348877
22,0.5586506128311157,0.5595210194587708
23,0.558632493019104,0.5593661665916443
24,0.5586008429527283,0.5594018697738647
25,0.5585584044456482,0.5597087740898132
26,0.5584871768951416,0.5593562722206116
27,0.5584806799888611,0.5591838359832764
28,0.558404266834259,0.5593331456184387
29,0.5583913922309875,0.5594233274459839
30,0.5583207607269287,0.5591304302215576
31,0.558280885219574,0.5592005848884583
32,0.5582752823829651,0.5590895414352417
33,0.5581954717636108,0.5589476823806763
34,0.5581843256950378,0.5589209198951721
35,0.5581378936767578,0.5591530203819275
36,0.5581085681915283,0.5593123435974121
37,0.558040976524353,0.5588204860687256
38,0.5580429434776306,0.5587961077690125
39,0.5579965114593506,0.5591731667518616
